name,maintainers,license,repository,repoName,urlWorks
path-parse,jbgutierrez,MIT,github.com/jbgutierrez/path-parse,path-parse,1
concat-stream,mafintosh maxogden,MIT,github.com/maxogden/concat-stream,concat-stream,1
node-releases,ai chicoxyzzy,MIT,github.com/chicoxyzzy/node-releases,node-releases,1
dom-serializer,mattmueller davidchambers feedic,MIT,github.com/cheeriojs/dom-renderer,dom-renderer,1
picomatch,doowb jonschlinkert mrmlnc,MIT,github.com/micromatch/picomatch,picomatch,1
terser,fabiosantoscode,BSD-2-Clause,github.com/terser/terser,terser,1
query-string,sindresorhus,MIT,github.com/sindresorhus/query-string,query-string,1
@sindresorhus/is,sindresorhus,MIT,github.com/sindresorhus/is,is,1
spdx-license-ids,kemitchell shinnn,CC0-1.0,github.com/jslicense/spdx-license-ids,spdx-license-ids,1
NULL,NULL,NULL,NULL,NULL,-1
@babel/helper-optimise-call-expression,hzoo loganfsmyth danez existentialism nicolo-ribaudo jlhwung,MIT,github.com/babel/babel,babel,1
fast-glob,mrmlnc,MIT,github.com/mrmlnc/fast-glob,fast-glob,1
type,gozala medikoo,ISC,github.com/medikoo/type,type,1
ci-info,watson sibiraj-s,MIT,github.com/watson/ci-info,ci-info,1
set-blocking,bcoe,ISC,github.com/yargs/set-blocking,set-blocking,1
typescript,typescript-bot weswigham sanders_n andrewbranch minestarks rbuckton sheetalkamat orta typescript-deploys,Apache-2.0,github.com/Microsoft/TypeScript,TypeScript,1
es-to-primitive,ljharb,MIT,github.com/ljharb/es-to-primitive,es-to-primitive,1
get-stdin,sindresorhus,MIT,github.com/sindresorhus/get-stdin,get-stdin,1
cacheable-request,lukechilds,MIT,github.com/lukechilds/cacheable-request,cacheable-request,1
set-value,doowb jonschlinkert,MIT,github.com/jonschlinkert/set-value,set-value,1
keyv,lukechilds,MIT,github.com/lukechilds/keyv,keyv,1
bl,matteo.collina rvagg,MIT,github.com/rvagg/bl,bl,1
dot-prop,sindresorhus,MIT,github.com/sindresorhus/dot-prop,dot-prop,1
moment,ichernev timrwood mj1856 maggiepint marwahaha,MIT,github.com/moment/moment,moment,1
@babel/helper-simple-access,hzoo loganfsmyth danez existentialism nicolo-ribaudo jlhwung,MIT,github.com/babel/babel,babel,1
send,dougwilson,MIT,github.com/pillarjs/send,send,1
https-proxy-agent,tootallnate,MIT,github.com/TooTallNate/node-https-proxy-agent,node-https-proxy-agent,1
import-local,sindresorhus,MIT,github.com/sindresorhus/import-local,import-local,1
source-map-url,lydell,MIT,github.com/lydell/source-map-url,source-map-url,1
require-directory,troygoode,MIT,github.com/troygoode/node-require-directory,node-require-directory,1
finalhandler,dougwilson,MIT,github.com/pillarjs/finalhandler,finalhandler,1
imurmurhash,jensyt,MIT,github.com/jensyt/imurmurhash-js,imurmurhash-js,1
spdx-correct,kemitchell,Apache-2.0,github.com/jslicense/spdx-correct.js,spdx-correct.js,1
accepts,dougwilson,MIT,github.com/jshttp/accepts,accepts,1
resolve-cwd,sindresorhus,MIT,github.com/sindresorhus/resolve-cwd,resolve-cwd,1
spdx-expression-parse,kemitchell motet-a,MIT,github.com/jslicense/spdx-expression-parse.js,spdx-expression-parse.js,1
negotiator,dougwilson jongleberry,MIT,github.com/jshttp/negotiator,negotiator,1
range-parser,dougwilson jonathanong jongleberry tjholowaychuk,MIT,github.com/jshttp/range-parser,range-parser,1
@nodelib/fs.stat,mrmlnc,MIT,github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat,fs.stat,1
strip-indent,sindresorhus,MIT,github.com/sindresorhus/strip-indent,strip-indent,1
pinkie-promise,floatdrop,MIT,github.com/floatdrop/pinkie-promise,pinkie-promise,1
pinkie,puradox,MIT,NULL,NULL,-1
domhandler,feedic,BSD-2-Clause,github.com/fb55/domhandler,domhandler,1
error-ex,qix sindresorhus,MIT,github.com/qix-/node-error-ex,node-error-ex,1
@types/yargs,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
enhanced-resolve,bebraw sokra jhnns thelarkinn,MIT,github.com/webpack/enhanced-resolve,enhanced-resolve,1
serve-static,dougwilson,MIT,github.com/expressjs/serve-static,serve-static,1
cli-width,knownasilya sboudrias,ISC,github.com/knownasilya/cli-width,cli-width,1
@babel/preset-env,hzoo loganfsmyth danez existentialism nicolo-ribaudo jlhwung,MIT,github.com/babel/babel,babel,1
is-symbol,ljharb,MIT,github.com/inspect-js/is-symbol,is-symbol,1
spdx-exceptions,kemitchell,CC-BY-3.0,github.com/kemitchell/spdx-exceptions.json,spdx-exceptions.json,1
arr-union,jonschlinkert,MIT,github.com/jonschlinkert/arr-union,arr-union,1
css-tree,lahmatiy smelukov,MIT,github.com/csstree/csstree,csstree,1
fast-levenshtein,hiddentao,MIT,github.com/hiddentao/fast-levenshtein,fast-levenshtein,1
body-parser,dougwilson,MIT,github.com/expressjs/body-parser,body-parser,1
parseurl,dougwilson,MIT,github.com/pillarjs/parseurl,parseurl,1
esrecurse,constellation michaelficarra nzakas,BSD-2-Clause,github.com/estools/esrecurse,esrecurse,1
espree,eslintbot nzakas,BSD-2-Clause,github.com/eslint/espree,espree,1
ipaddr.js,whitequark,MIT,github.com/whitequark/ipaddr.js,ipaddr.js,1
minipass,adam_baldwin claudiahdz darcyclarke isaacs ruyadorno,ISC,github.com/isaacs/minipass,minipass,1
escape-html,tjholowaychuk dougwilson,MIT,github.com/component/escape-html,escape-html,1
is-date-object,ljharb,MIT,github.com/ljharb/is-date-object,is-date-object,1
css-select,feedic chriseppstein,BSD-2-Clause,github.com/fb55/css-select,css-select,1
repeat-string,jonschlinkert doowb,MIT,github.com/jonschlinkert/repeat-string,repeat-string,1
diff,kpdecker,BSD-3-Clause,github.com/kpdecker/jsdiff,jsdiff,1
is-ci,watson sibiraj-s,MIT,github.com/watson/is-ci,is-ci,1
regexpp,mysticatea,MIT,github.com/mysticatea/regexpp,regexpp,1
@babel/plugin-proposal-object-rest-spread,hzoo loganfsmyth danez existentialism nicolo-ribaudo jlhwung,MIT,github.com/babel/babel,babel,1
json-buffer,dominictarr,MIT,github.com/dominictarr/json-buffer,json-buffer,1
validate-npm-package-license,kemitchell,Apache-2.0,github.com/kemitchell/validate-npm-package-license.js,validate-npm-package-license.js,1
responselike,lukechilds,MIT,github.com/lukechilds/responselike,responselike,1
string.prototype.trimend,khaledelansari ljharb,MIT,github.com/es-shims/String.prototype.trimEnd,String.prototype.trimEnd,1
escodegen,constellation michaelficarra,BSD-2-Clause,github.com/estools/escodegen,escodegen,1
url,coolaj86 defunctzombie,MIT,github.com/defunctzombie/node-url,node-url,1
type-is,dougwilson jongleberry,MIT,github.com/jshttp/type-is,type-is,1
toidentifier,dougwilson jongleberry niftylettuce,MIT,github.com/component/toidentifier,toidentifier,1
css-what,feedic,BSD-2-Clause,github.com/fb55/css-what,css-what,1
methods,tjholowaychuk jonathanong jongleberry dougwilson,MIT,github.com/jshttp/methods,methods,1
regexpu-core,mathias jridgewell nicolo-ribaudo,MIT,github.com/mathiasbynens/regexpu-core,regexpu-core,1
ee-first,jongleberry dougwilson,MIT,github.com/jonathanong/ee-first,ee-first,1
fresh,dougwilson,MIT,github.com/jshttp/fresh,fresh,1
eslint,eslintbot nzakas ivolodin,MIT,github.com/eslint/eslint,eslint,1
atob,coolaj86,(MI,git.coolaj86.com/coolaj86/atob.js,atob.js,1
on-finished,dougwilson jongleberry,MIT,github.com/jshttp/on-finished,on-finished,1
map-obj,sindresorhus,MIT,github.com/sindresorhus/map-obj,map-obj,1
util.promisify,ljharb,MIT,github.com/ljharb/util.promisify,util.promisify,1
table,gajus,BSD-3-Clause,github.com/gajus/table,table,1
express,dougwilson jasnell mikeal,MIT,github.com/expressjs/express,express,1
ret,fent,MIT,github.com/fent/ret.js,ret.js,1
safe-regex,davisjam,MIT,github.com/davisjam/safe-regex,safe-regex,1
jest-get-type,aaronabramov cpojer davidzilburg fb rubennorte scotthovestadt simenb,MIT,github.com/facebook/jest,jest,1
union-value,doowb jonschlinkert,MIT,github.com/jonschlinkert/union-value,union-value,1
mdn-data,mdn-npmjs peterbe schalkneethling ddbeck escattone,CC0-1.0,github.com/mdn/data,data,1
etag,dougwilson,MIT,github.com/jshttp/etag,etag,1
encodeurl,dougwilson,MIT,github.com/pillarjs/encodeurl,encodeurl,1
arrify,sindresorhus,MIT,github.com/sindresorhus/arrify,arrify,1
mixin-deep,doowb jonschlinkert,MIT,github.com/jonschlinkert/mixin-deep,mixin-deep,1
repeat-element,jonschlinkert,MIT,github.com/jonschlinkert/repeat-element,repeat-element,1
destroy,jongleberry dougwilson,MIT,github.com/stream-utils/destroy,destroy,1
arr-flatten,jonschlinkert,MIT,github.com/jonschlinkert/arr-flatten,arr-flatten,1
eslint-utils,mysticatea,MIT,github.com/mysticatea/eslint-utils,eslint-utils,1
vary,dougwilson,MIT,github.com/jshttp/vary,vary,1
utils-merge,jaredhanson,MIT,github.com/jaredhanson/utils-merge,utils-merge,1
proxy-addr,dougwilson,MIT,github.com/jshttp/proxy-addr,proxy-addr,1
nice-try,electerious,MIT,github.com/electerious/nice-try,nice-try,1
deep-is,thlorenz,JSON_Stuff,github.com/thlorenz/deep-is,deep-is,1
he,mathias,MIT,github.com/mathiasbynens/he,he,1
istanbul-lib-coverage,bcoe coreyfarrell gotwarlost,BSD-3-Clause,github.com/istanbuljs/istanbuljs,istanbuljs,1
use,jonschlinkert kgriffs,MIT,github.com/jonschlinkert/use,use,1
faye-websocket,jcoglan,Apache-2.0,github.com/faye/faye-websocket-node,faye-websocket-node,1
nanomatch,danez jonschlinkert,MIT,github.com/micromatch/nanomatch,nanomatch,1
querystring,gozala medikoo,MIT,github.com/Gozala/querystring,querystring,1
content-type,dougwilson,MIT,github.com/jshttp/content-type,content-type,1
aproba,iarna,ISC,github.com/iarna/aproba,aproba,1
split-string,doowb jonschlinkert,MIT,github.com/jonschlinkert/split-string,split-string,1
regex-not,jonschlinkert,MIT,github.com/jonschlinkert/regex-not,regex-not,1
pako,vitaly,(MI,github.com/nodeca/pako,pako,1
to-regex,jonschlinkert,MIT,github.com/jonschlinkert/to-regex,to-regex,1
get-value,doowb jonschlinkert,MIT,github.com/jonschlinkert/get-value,get-value,1
base,doowb jonschlinkert,MIT,github.com/node-base/base,base,1
class-utils,doowb jonschlinkert,MIT,github.com/jonschlinkert/class-utils,class-utils,1
snapdragon-util,jonschlinkert,MIT,github.com/here-be/snapdragon-util,snapdragon-util,1
ajv-keywords,esp,MIT,github.com/epoberezkin/ajv-keywords,ajv-keywords,1
snapdragon-node,danez jonschlinkert,MIT,github.com/here-be/snapdragon-node,snapdragon-node,1
redent,sindresorhus,MIT,github.com/sindresorhus/redent,redent,1
urix,lydell,MIT,github.com/lydell/urix,urix,1
resolve-url,lydell,MIT,github.com/lydell/resolve-url,resolve-url,1
unset-value,jonschlinkert danez,MIT,github.com/jonschlinkert/unset-value,unset-value,1
media-typer,dougwilson,MIT,github.com/jshttp/media-typer,media-typer,1
collection-visit,doowb jonschlinkert,MIT,github.com/jonschlinkert/collection-visit,collection-visit,1
assign-symbols,jonschlinkert phated,MIT,github.com/jonschlinkert/assign-symbols,assign-symbols,1
to-object-path,jonschlinkert,MIT,github.com/jonschlinkert/to-object-path,to-object-path,1
object-visit,jonschlinkert,MIT,github.com/jonschlinkert/object-visit,object-visit,1
fs-minipass,adam_baldwin ahmadnassri claudiahdz darcyclarke isaacs mikemimik ruyadorno,ISC,github.com/npm/fs-minipass,fs-minipass,1
map-cache,jonschlinkert,MIT,github.com/jonschlinkert/map-cache,map-cache,1
object.pick,phated jonschlinkert,MIT,github.com/jonschlinkert/object.pick,object.pick,1
map-visit,doowb jonschlinkert,MIT,github.com/jonschlinkert/map-visit,map-visit,1
static-extend,jonschlinkert,MIT,github.com/jonschlinkert/static-extend,static-extend,1
acorn-walk,marijn adrianheine rreverser,MIT,github.com/acornjs/acorn,acorn,1
object-copy,jonschlinkert,MIT,github.com/jonschlinkert/object-copy,object-copy,1
pascalcase,jonschlinkert,MIT,github.com/jonschlinkert/pascalcase,pascalcase,1
copy-descriptor,jonschlinkert,MIT,github.com/jonschlinkert/copy-descriptor,copy-descriptor,1
htmlparser2,feedic,MIT,github.com/fb55/htmlparser2,htmlparser2,1
jest-diff,scotthovestadt rubennorte simenb cpojer fb aaronabramov davidzilburg,MIT,github.com/facebook/jest,jest,1
posix-character-classes,jonschlinkert,MIT,github.com/jonschlinkert/posix-character-classes,posix-character-classes,1
fragment-cache,jonschlinkert,MIT,github.com/jonschlinkert/fragment-cache,fragment-cache,1
flatted,webreflection,ISC,github.com/WebReflection/flatted,flatted,1
remove-trailing-separator,darsain,ISC,github.com/darsain/remove-trailing-separator,remove-trailing-separator,1
istanbul-lib-instrument,bcoe coreyfarrell gotwarlost,BSD-3-Clause,github.com/istanbuljs/istanbuljs,istanbuljs,1
meow,sindresorhus,MIT,github.com/sindresorhus/meow,meow,1
@types/istanbul-reports,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
regjsparser,jviereck,BSD-2-Clause,github.com/jviereck/regjsparser,regjsparser,1
merge-stream,grncdr shinnn stevemao,MIT,github.com/grncdr/merge-stream,merge-stream,1
merge-descriptors,anthonyshort clintwood dfcreative dominicbarnes dougwilson ianstormtaylor jonathanong jongleberry juliangruber mattmueller queckezz stephenmathieson thehydroimpulse timaschew timoxley tjholowaychuk tootallnate trevorgerhardt yields,MIT,github.com/component/merge-descriptors,merge-descriptors,1
big.js,mikemcl,MIT,github.com/MikeMcl/big.js,big.js,1
@babel/plugin-proposal-class-properties,hzoo loganfsmyth danez existentialism nicolo-ribaudo jlhwung,MIT,github.com/babel/babel,babel,1
cookie-signature,tjholowaychuk natevw,MIT,github.com/visionmedia/node-cookie-signature,node-cookie-signature,1
strip-eof,sindresorhus,MIT,github.com/sindresorhus/strip-eof,strip-eof,1
webpack,sokra jhnns thelarkinn,MIT,github.com/webpack/webpack,webpack,1
clone,pvorb,MIT,github.com/pvorb/node-clone,node-clone,1
is-absolute-url,sindresorhus,MIT,github.com/sindresorhus/is-absolute-url,is-absolute-url,1
flat-cache,royriojas,MIT,github.com/royriojas/flat-cache,flat-cache,1
neo-async,suguru03,MIT,github.com/suguru03/neo-async,neo-async,1
get-intrinsic,ljharb,MIT,github.com/ljharb/get-intrinsic,get-intrinsic,1
os-tmpdir,sindresorhus,MIT,github.com/sindresorhus/os-tmpdir,os-tmpdir,1
number-is-nan,sindresorhus,MIT,github.com/sindresorhus/number-is-nan,number-is-nan,1
forwarded,dougwilson,MIT,github.com/jshttp/forwarded,forwarded,1
@babel/plugin-proposal-optional-chaining,hzoo loganfsmyth danez existentialism nicolo-ribaudo jlhwung,MIT,github.com/babel/babel,babel,1
requires-port,v1 3rdeden,MIT,github.com/unshiftio/requires-port,requires-port,1
@babel/helper-annotate-as-pure,hzoo loganfsmyth danez existentialism nicolo-ribaudo jlhwung,MIT,github.com/babel/babel,babel,1
typedarray,substack,MIT,github.com/substack/typedarray,typedarray,1
call-bind,ljharb,MIT,github.com/ljharb/call-bind,call-bind,1
word-wrap,doowb jonschlinkert,MIT,github.com/jonschlinkert/word-wrap,word-wrap,1
acorn-jsx,marijn adrianheine rreverser,MIT,github.com/acornjs/acorn-jsx,acorn-jsx,1
jsdom,timothygu domenic sebmaster zirro tmpvar joris-van-der-wel,MIT,github.com/jsdom/jsdom,jsdom,1
tapable,sokra,MIT,github.com/webpack/tapable,tapable,1
duplexify,mafintosh,MIT,github.com/mafintosh/duplexify,duplexify,1
jest-util,scotthovestadt rubennorte simenb cpojer fb aaronabramov davidzilburg,MIT,github.com/facebook/jest,jest,1
url-parse-lax,sindresorhus,MIT,github.com/sindresorhus/url-parse-lax,url-parse-lax,1
regjsgen,d10,MIT,github.com/bnjmnt4n/regjsgen,regjsgen,1
@babel/plugin-transform-modules-commonjs,hzoo loganfsmyth danez existentialism nicolo-ribaudo jlhwung,MIT,github.com/babel/babel,babel,1
dotenv,~jcblw maxbeatty motdotla scottmotte,BSD-2-Clause,github.com/motdotla/dotenv,dotenv,1
external-editor,mrkmg,MIT,github.com/mrkmg/node-external-editor,node-external-editor,1
uglify-js,alexlamsl mishoo rvanvelzen1,BSD-2-Clause,github.com/mishoo/UglifyJS,UglifyJS,1
has-ansi,sindresorhus qix,MIT,github.com/chalk/has-ansi,has-ansi,1
camelcase-keys,sindresorhus,MIT,github.com/sindresorhus/camelcase-keys,camelcase-keys,1
json-parse-better-errors,zkat,MIT,github.com/zkat/json-parse-better-errors,json-parse-better-errors,1
object.getownpropertydescriptors,ljharb,MIT,github.com/es-shims/object.getownpropertydescriptors,object.getownpropertydescriptors,1
xmlbuilder,oozcitak,MIT,github.com/oozcitak/xmlbuilder-js,xmlbuilder-js,1
tr46,domenic joris-van-der-wel sebmaster timothygu tmpvar zirro,MIT,github.com/jsdom/tr46,tr46,1
deepmerge,tehshrike,MIT,github.com/TehShrike/deepmerge,deepmerge,1
@babel/plugin-transform-destructuring,hzoo loganfsmyth danez existentialism nicolo-ribaudo jlhwung,MIT,github.com/babel/babel,babel,1
watchpack,sokra,MIT,github.com/webpack/watchpack,watchpack,1
@babel/plugin-transform-parameters,hzoo loganfsmyth danez existentialism nicolo-ribaudo jlhwung,MIT,github.com/babel/babel,babel,1
@babel/plugin-transform-classes,hzoo loganfsmyth danez existentialism nicolo-ribaudo jlhwung,MIT,github.com/babel/babel,babel,1
color,qix,MIT,github.com/Qix-/color,color,1
diff-sequences,scotthovestadt rubennorte simenb cpojer fb davidzilburg,MIT,github.com/facebook/jest,jest,1
http-proxy,cronopio indexzero jcrugzz yawnt,MIT,github.com/http-party/node-http-proxy,node-http-proxy,1
object.values,ljharb,MIT,github.com/es-shims/Object.values,Object.values,1
@babel/plugin-syntax-object-rest-spread,danez developit existentialism hzoo loganfsmyth nicolo-ribaudo,MIT,github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread,babel-plugin-syntax-object-rest-spread,0
@babel/plugin-transform-spread,hzoo loganfsmyth danez existentialism nicolo-ribaudo jlhwung,MIT,github.com/babel/babel,babel,1
@babel/helper-create-class-features-plugin,hzoo loganfsmyth danez existentialism nicolo-ribaudo jlhwung,MIT,github.com/babel/babel,babel,1
minizlib,adam_baldwin claudiahdz darcyclarke isaacs mylesborins ruyadorno,MIT,github.com/isaacs/minizlib,minizlib,1
@types/json-schema,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
parent-module,sindresorhus,MIT,github.com/sindresorhus/parent-module,parent-module,1
chardet,runk,MIT,github.com/runk/node-chardet,node-chardet,1
global-modules,jonschlinkert,MIT,github.com/jonschlinkert/global-modules,global-modules,1
webpack-sources,bebraw sokra jhnns thelarkinn spacek33z,MIT,github.com/webpack/webpack-sources,webpack-sources,1
run-async,sboudrias,MIT,github.com/SBoudrias/run-async,run-async,1
@babel/plugin-transform-for-of,hzoo loganfsmyth danez existentialism nicolo-ribaudo jlhwung,MIT,github.com/babel/babel,babel,1
global-prefix,doowb jonschlinkert phated,MIT,github.com/jonschlinkert/global-prefix,global-prefix,1
retry,tim-kos,MIT,github.com/tim-kos/node-retry,node-retry,1
natural-compare,megawac,MIT,github.com/litejs/natural-compare-lite,natural-compare-lite,1
@babel/plugin-proposal-nullish-coalescing-operator,hzoo loganfsmyth danez existentialism nicolo-ribaudo jlhwung,MIT,github.com/babel/babel,babel,1
@babel/plugin-transform-template-literals,hzoo loganfsmyth danez existentialism nicolo-ribaudo jlhwung,MIT,github.com/babel/babel,babel,1
esquery,jrfeenst michaelficarra,BSD-3-Clause,github.com/estools/esquery,esquery,1
trim-newlines,sindresorhus,MIT,github.com/sindresorhus/trim-newlines,trim-newlines,1
